dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid,candidate_probability,_candidate_x,raw_influence
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,0,vicuna-13b,mistral-7b-instruct-v0.2,1.0,26551,forward,1.0,-0.012541988366869506,0.012541988366869506,0.4170669136060996,0.5829330863939004,0.005187957473482782,-0.40489241218580685,26551,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,1,mistral-7b-instruct-v0.2,vicuna-13b,0.0,26551,reverse,0.0,-0.012541988366869504,0.012541988366869504,0.5829330863939003,-0.5829330863939003,0.005187957473482782,-0.40489241218580685,84028,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,2,mistral-7b-instruct-v0.2,codellama-34b-instruct,0.0,17137,forward,0.0,-0.012086429772129387,0.012086429772129387,0.5609899669009384,-0.5609899669009384,0.005404158486896847,-0.40489241218580685,17137,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,3,codellama-34b-instruct,mistral-7b-instruct-v0.2,1.0,17137,reverse,1.0,-0.012086429772129387,0.012086429772129387,0.43901003309906156,0.5609899669009384,0.005404158486896846,-0.40489241218580685,74614,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,4,codellama-34b-instruct,mistral-7b-instruct-v0.2,1.0,32585,forward,1.0,-0.012086429772129387,0.012086429772129387,0.43901003309906156,0.5609899669009384,0.005404158486896846,-0.40489241218580685,32585,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,5,mistral-7b-instruct-v0.2,codellama-34b-instruct,0.0,32585,reverse,0.0,-0.012086429772129387,0.012086429772129387,0.5609899669009384,-0.5609899669009384,0.005404158486896847,-0.40489241218580685,90062,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,6,mistral-7b-instruct-v0.2,codellama-34b-instruct,0.0,40808,forward,0.0,-0.012086429772129387,0.012086429772129387,0.5609899669009384,-0.5609899669009384,0.005404158486896847,-0.40489241218580685,40808,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,7,codellama-34b-instruct,mistral-7b-instruct-v0.2,1.0,40808,reverse,1.0,-0.012086429772129387,0.012086429772129387,0.43901003309906156,0.5609899669009384,0.005404158486896846,-0.40489241218580685,98285,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,8,openchat-3.5-0106,mistral-7b-instruct-v0.2,1.0,14601,reverse,1.0,-0.011845147437013478,0.011845147437013478,0.4569247938330161,0.5430752061669839,0.0071403013384903555,-0.40489241218580685,72078,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,9,gpt-3.5-turbo-1106,mistral-7b-instruct-v0.2,1.0,50807,forward,1.0,-0.011624107471264331,0.011624107471264331,0.46331551413561456,0.5366844858643854,0.005274902718035401,-0.40489241218580685,50807,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,10,mistral-7b-instruct-v0.2,openhermes-2.5-mistral-7b,0.0,3046,forward,0.0,-0.011397734216138131,0.011397734216138131,0.5253854799874754,-0.5253854799874754,0.005672893369252373,-0.40489241218580685,3046,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,11,openhermes-2.5-mistral-7b,mistral-7b-instruct-v0.2,1.0,3046,reverse,1.0,-0.01139773421613813,0.01139773421613813,0.47461452001252463,0.5253854799874753,0.005672893369252372,-0.40489241218580685,60523,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,12,deepseek-llm-67b-chat,mistral-7b-instruct-v0.2,1.0,39409,forward,1.0,-0.011388826781528923,0.011388826781528923,0.4742182915591699,0.52578170844083,0.005776178212419414,-0.40489241218580685,39409,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,13,mistral-7b-instruct-v0.2,deepseek-llm-67b-chat,0.0,39409,reverse,0.0,-0.011388826781528923,0.011388826781528923,0.52578170844083,-0.52578170844083,0.005776178212419415,-0.40489241218580685,96886,,,
arena55k,Chatbot Arena 55k,22,ci_aware,drop,drop,,nous-hermes-2-mixtral-8x7b-dpo,mistral-7b-instruct-v0.2,14,deepseek-llm-67b-chat,mistral-7b-instruct-v0.2,1.0,11617,forward,1.0,-0.011388826781528923,0.011388826781528923,0.4742182915591699,0.52578170844083,0.005776178212419414,-0.40489241218580685,11617,,,
