dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid,candidate_probability,_candidate_x,raw_influence
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,0,llama-v3.3-70b-instruct,claude-3-5-haiku-20241022,1.0,6992,forward,1.0,-0.08384661216328931,0.08384661216328931,0.16293888755935093,0.8370611124406491,0.013759548728387687,0.39639027913729175,6992,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,1,o1-mini-2024-09-12,llama-v3.3-70b-instruct,0.0,3098,forward,0.0,-0.07817210721010777,0.07817210721010777,0.7774102469829672,-0.7774102469829672,0.017304906967616558,0.39639027913729175,3098,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,2,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,1512,forward,1.0,-0.07817210721010777,0.07817210721010777,0.2225897530170328,0.7774102469829672,0.01730490696761656,0.39639027913729175,1512,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,3,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,3098,reverse,1.0,-0.07817210721010777,0.07817210721010777,0.2225897530170328,0.7774102469829672,0.01730490696761656,0.39639027913729175,13599,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,4,llama-v3.3-70b-instruct,gemini-2.0-flash-thinking-exp-1219,1.0,2499,forward,1.0,-0.07428689014377779,0.07428689014377779,0.2629261109056226,0.7370738890943773,0.019394885373447867,0.39639027913729175,2499,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,5,gemini-2.0-flash-thinking-exp-1219,llama-v3.3-70b-instruct,0.0,2499,reverse,0.0,-0.07428689014377779,0.07428689014377779,0.7370738890943773,-0.7370738890943773,0.019394885373447867,0.39639027913729175,13000,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,6,claude-3-5-haiku-20241022,llama-v3.3-70b-instruct,1.0,6992,reverse,1.0,0.016321238089381896,0.016321238089381896,0.8370611124406491,0.16293888755935093,0.013759548728387687,0.39639027913729175,17493,,,
webdev_arena,WebDev Arena,12,nonci,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,7,o1-mini-2024-09-12,llama-v3.3-70b-instruct,1.0,1512,reverse,1.0,0.022382403762038563,0.022382403762038563,0.7774102469829672,0.22258975301703277,0.017304906967616558,0.39639027913729175,12013,,,
webdev_arena,WebDev Arena,12,nonci,flip,flip,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,0,gemini-2.0-flash-exp,llama-v3.3-70b-instruct,0.0,6076,reverse,0.0,-0.09987677772392928,0.09987677772392928,0.6620718823945302,-0.6620718823945302,0.022325581534924088,0.39639027913729175,16577,,,
webdev_arena,WebDev Arena,12,nonci,flip,flip,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,1,llama-v3.3-70b-instruct,gemini-2.0-flash-exp,1.0,6076,forward,1.0,-0.09987677772392925,0.09987677772392925,0.33792811760546976,0.6620718823945302,0.022325581534924085,0.39639027913729175,6076,,,
webdev_arena,WebDev Arena,12,nonci,flip,flip,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,2,o1-mini-2024-09-12,llama-v3.3-70b-instruct,0.0,3098,forward,0.0,-0.09979303737232217,0.09979303737232217,0.7774102469829672,-0.7774102469829672,0.017304906967616558,0.39639027913729175,3098,,,
webdev_arena,WebDev Arena,12,nonci,flip,flip,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,3,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,3098,reverse,1.0,-0.09979303737232217,0.09979303737232217,0.2225897530170328,0.7774102469829672,0.01730490696761656,0.39639027913729175,13599,,,
