dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,0,llama-v3.3-70b-instruct,claude-3-5-haiku-20241022,1.0,6992,forward,1.0,-0.09744680213685952,0.09744680213685952,0.16293888755935093,0.8370611124406491,0.013759548728387687,-0.438720264052038,6992
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,1,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,3098,reverse,1.0,-0.0922455849910963,0.0922455849910963,0.2225897530170328,0.7774102469829672,0.01730490696761656,-0.438720264052038,13599
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,2,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,1512,forward,1.0,-0.0922455849910963,0.0922455849910963,0.2225897530170328,0.7774102469829672,0.01730490696761656,-0.438720264052038,1512
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,3,o1-mini-2024-09-12,llama-v3.3-70b-instruct,0.0,3098,forward,0.0,-0.0922455849910963,0.0922455849910963,0.7774102469829672,-0.7774102469829672,0.017304906967616558,-0.438720264052038,3098
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,4,gemini-2.0-flash-thinking-exp-1219,llama-v3.3-70b-instruct,0.0,2499,reverse,0.0,-0.08855214507960348,0.08855214507960348,0.7370738890943773,-0.7370738890943773,0.019394885373447867,-0.438720264052038,13000
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,5,llama-v3.3-70b-instruct,gemini-2.0-flash-thinking-exp-1219,1.0,2499,forward,1.0,-0.08855214507960346,0.08855214507960346,0.2629261109056226,0.7370738890943773,0.019394885373447867,-0.438720264052038,2499
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,6,gemini-2.0-flash-exp,llama-v3.3-70b-instruct,0.0,6076,reverse,0.0,-0.08146147941506506,0.08146147941506506,0.6620718823945302,-0.6620718823945302,0.022325581534924088,-0.438720264052038,16577
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,7,llama-v3.3-70b-instruct,gemini-2.0-flash-exp,1.0,6076,forward,1.0,-0.08146147941506504,0.08146147941506504,0.33792811760546976,0.6620718823945302,0.022325581534924085,-0.438720264052038,6076
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,8,llama-v3.3-70b-instruct,deepseek-v3,1.0,3885,reverse,1.0,-0.07970640728131355,0.07970640728131355,0.35224910915579494,0.6477508908442051,0.022981074741652337,-0.438720264052038,14386
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,9,llama-v3.3-70b-instruct,deepseek-v3,1.0,2089,forward,1.0,-0.07970640728131355,0.07970640728131355,0.35224910915579494,0.6477508908442051,0.022981074741652337,-0.438720264052038,2089
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,10,gpt-4o-2024-11-20,llama-v3.3-70b-instruct,0.0,468,reverse,0.0,-0.07945049942001559,0.07945049942001559,0.6425757074854171,-0.6425757074854171,0.022888214048235885,-0.438720264052038,10969
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,11,llama-v3.3-70b-instruct,gpt-4o-2024-11-20,1.0,4596,reverse,1.0,-0.07945049942001556,0.07945049942001556,0.3574242925145829,0.642575707485417,0.022888214048235885,-0.438720264052038,15097
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,12,llama-v3.3-70b-instruct,gpt-4o-2024-11-20,1.0,468,forward,1.0,-0.07945049942001556,0.07945049942001556,0.3574242925145829,0.642575707485417,0.022888214048235885,-0.438720264052038,468
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,13,llama-v3.3-70b-instruct,qwen-2.5-coder-32b-instruct,1.0,6489,reverse,1.0,-0.07174071930040189,0.07174071930040189,0.4309559696567733,0.5690440303432267,0.024471818423983473,-0.438720264052038,16990
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,14,llama-v3.3-70b-instruct,gemini-1.5-pro-002,1.0,7164,forward,1.0,-0.06959800208557114,0.06959800208557114,0.4513610370244116,0.5486389629755883,0.024761093348277512,-0.438720264052038,7164
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,15,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,7786,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,7786
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,16,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,6613,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,6613
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,17,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,9494,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,9494
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,18,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,2558,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,2558
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,19,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,6663,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,6663
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,20,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,1915,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,1915
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,21,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,1046,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,11547
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,22,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,7481,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,17982
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,23,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,1419,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,1419
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,24,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,3062,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,13563
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,25,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,8788,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,8788
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,26,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,8820,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,19321
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,27,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,9558,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,9558
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,28,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,2615,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,13116
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,29,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,9427,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,9427
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,30,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,9789,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,20290
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,31,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,753,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,11254
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,32,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,1625,forward,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,1625
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,33,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,2103,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,12604
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,34,llama-v3.1-405b-instruct,gemini-1.5-pro-002,0.0,6485,reverse,0.0,-0.004502910703158357,0.004502910703158357,0.3562762336013448,-0.3562762336013448,0.0030137534564681837,-0.438720264052038,16986
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,35,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1564,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,12065
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,36,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9986,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,9986
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,37,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9409,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,19910
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,38,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9427,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,19928
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,39,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,3956,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,3956
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,40,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1419,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,11920
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,41,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,2103,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,2103
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,42,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9571,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,20072
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,43,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9789,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,9789
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,44,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9803,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,9803
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,45,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,6663,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,17164
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,46,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1575,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,1575
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,47,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,753,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,753
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,48,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,2615,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,2615
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,49,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,7422,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,17923
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,50,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,7786,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,18287
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,51,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,8788,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,19289
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,52,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1625,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,12126
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,53,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1464,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,11965
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,54,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,8820,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,8820
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,55,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1915,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,12416
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,56,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9558,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,20059
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,57,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,9494,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,19995
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,58,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,7481,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,7481
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,59,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,6485,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,6485
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,60,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,1046,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,1046
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,61,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,7957,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,7957
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,62,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,2558,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,13059
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,63,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,3062,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,3062
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,64,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,6613,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,17114
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,65,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,788,reverse,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,11289
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,66,gemini-1.5-pro-002,llama-v3.1-405b-instruct,1.0,8090,forward,1.0,-0.004502910703158356,0.004502910703158356,0.6437237663986553,0.35627623360134475,0.003013753456468183,-0.438720264052038,8090
