dataset_key,dataset_name,variant,action,candidate_mode,target_player_a,target_player_b,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,0,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,9745,forward,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,9745
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,19984,reverse,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,49833
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,2,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,27126,reverse,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,56975
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,3,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,0.0,21236,reverse,0.0,-0.0004195393807741233,0.0004195393807741233,0.4894998537994232,-0.4894998537994232,0.00021412905415007025,0.04200676069447773,51085
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,4,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,0.0,21232,reverse,0.0,-0.0004195393807741233,0.0004195393807741233,0.4894998537994232,-0.4894998537994232,0.00021412905415007025,0.04200676069447773,51081
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,5,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,0.0,15782,forward,0.0,-0.0004195393807741233,0.0004195393807741233,0.4894998537994232,-0.4894998537994232,0.00021412905415007025,0.04200676069447773,15782
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,6,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,15780,forward,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,15780
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,7,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,143,reverse,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,29992
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,8,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,0.0,141,reverse,0.0,-0.0004195393807741233,0.0004195393807741233,0.4894998537994232,-0.4894998537994232,0.00021412905415007025,0.04200676069447773,29990
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,9,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,11474,forward,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,11474
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,10,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,0.0,5047,forward,0.0,-0.0004195393807741233,0.0004195393807741233,0.4894998537994232,-0.4894998537994232,0.00021412905415007025,0.04200676069447773,5047
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,11,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,24462,forward,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,24462
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,12,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,2764,forward,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,2764
vision_arena,Vision Arena,drop,drop,,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,13,gemini-1.5-pro-exp-0801,gpt-4o-2024-05-13,1.0,19054,reverse,1.0,-0.0004195393807741233,0.0004195393807741233,0.5105001462005768,0.4894998537994232,0.00021412905415007025,0.04200676069447773,48903
