dataset_key,dataset_name,objective_key,variant,action,candidate_mode,order_mode,step,objective_value,variant_label,initial_value,delta_from_initial,normalized_value,plot_value
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,0,0.8582838513970509,Drop,0.8582838513970509,0.0,1.0,1.0
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,1,0.8578195693502773,Drop,0.8582838513970509,-0.00046428204677362306,0.9994590576928392,0.9994590576928392
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,2,0.8579382318948885,Drop,0.8582838513970509,-0.00034561950216238646,0.9995973132879061,0.9995973132879061
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,3,0.857470792376552,Drop,0.8582838513970509,-0.0008130590204988852,0.9990526921610194,0.9990526921610194
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,4,0.8569999543250801,Drop,0.8582838513970509,-0.001283897071970741,0.9985041113497815,0.9985041113497815
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,5,0.8571196134439276,Drop,0.8582838513970509,-0.0011642379531232594,0.9986435280691485,0.9986435280691485
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,6,0.8572397931087874,Drop,0.8582838513970509,-0.001044058288263483,0.9987835512848529,0.9987835512848529
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,7,0.8567660592404853,Drop,0.8582838513970509,-0.001517792156565556,0.998231596511929,0.998231596511929
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,8,0.8562889109262638,Drop,0.8582838513970509,-0.0019949404707870766,0.997675663514419,0.997675663514419
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,9,0.8558083351109078,Drop,0.8582838513970509,-0.0024755162861430646,0.9971157370814869,0.9971157370814869
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,10,0.8553243178852143,Drop,0.8582838513970509,-0.002959533511836532,0.9965518010073017,0.9965518010073017
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,11,0.8554460864978561,Drop,0.8582838513970509,-0.002837764899194739,0.9966936755310313,0.9966936755310313
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,12,0.8549588780105171,Drop,0.8582838513970509,-0.003324973386533814,0.996126021267764,0.996126021267764
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,13,0.8544681940646326,Drop,0.8582838513970509,-0.0038156573324182874,0.9955543176931414,0.9955543176931414
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,14,0.8539740157735735,Drop,0.8582838513970509,-0.0043098356234774204,0.9949785428020553,0.9949785428020553
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,15,0.8534763225195865,Drop,0.8582838513970509,-0.004807528877464384,0.9943986725724374,0.9943986725724374
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,16,0.8529750917060799,Drop,0.8582838513970509,-0.005308759690970999,0.9938146806766435,0.9938146806766435
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,17,0.8530986788197049,Drop,0.8582838513970509,-0.0051851725773459645,0.9939586739644397,0.9939586739644397
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,18,0.8525941169515815,Drop,0.8582838513970509,-0.0056897344454693854,0.9933708010045766,0.9933708010045766
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,19,0.8520859527626536,Drop,0.8582838513970509,-0.006197898634397236,0.9927787309241474,0.9927787309241474
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,20,0.8515741538291276,Drop,0.8582838513970509,-0.006709697567923278,0.9921824259456802,0.9921824259456802
