dataset_key,dataset_name,objective_key,variant,action,candidate_mode,order_mode,step,objective_value,variant_label,initial_value,delta_from_initial,normalized_value,plot_value
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,0,0.7810248661679087,Drop,0.7810248661679087,0.0,1.0,1.0
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,1,0.7754936911291938,Drop,0.7810248661679087,-0.0055311750387149194,0.9929180551371513,0.9929180551371513
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,2,0.7678203017797988,Drop,0.7810248661679087,-0.013204564388109907,0.9830932855532526,0.9830932855532526
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,3,0.7576379378214311,Drop,0.7810248661679087,-0.023386928346477598,0.9700561027445574,0.9700561027445574
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,4,0.7465010842079371,Drop,0.7810248661679087,-0.03452378195997152,0.9557968210034564,0.9557968210034564
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,5,0.7359574429278044,Drop,0.7810248661679087,-0.045067423240104265,0.9422970699239998,0.9422970699239998
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,6,0.7231516034455995,Drop,0.7810248661679087,-0.05787326272230919,0.9259008704725833,0.9259008704725833
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,7,0.708421626963866,Drop,0.7810248661679087,-0.07260323920404266,0.9070410657214157,0.9070410657214157
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,8,0.6918637176558519,Drop,0.7810248661679087,-0.08916114851205681,0.8858408325082847,0.8858408325082847
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,9,0.6732125033083839,Drop,0.7810248661679087,-0.10781236285952478,0.8619603964871116,0.8619603964871116
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,10,0.6523952931557434,Drop,0.7810248661679087,-0.12862957301216527,0.8353066866573851,0.8353066866573851
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,11,0.6318603978341945,Drop,0.7810248661679087,-0.14916446833371422,0.8090144439759155,0.8090144439759155
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,12,0.610356849080439,Drop,0.7810248661679087,-0.1706680170874697,0.7814819675014308,0.7814819675014308
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,13,0.59216359291486,Drop,0.7810248661679087,-0.1888612732530487,0.7581878869238892,0.7581878869238892
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,14,0.5798440764736442,Drop,0.7810248661679087,-0.20118078969426445,0.7424143604014093,0.7424143604014093
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,15,0.5796689597969141,Drop,0.7810248661679087,-0.20135590637099454,0.7421901464431658,0.7421901464431658
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,16,0.579490699864091,Drop,0.7810248661679087,-0.2015341663038177,0.7419619079573698,0.7419619079573698
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,17,0.5793097004932731,Drop,0.7810248661679087,-0.20171516567463554,0.7417301619801824,0.7417301619801824
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,18,0.5791263347913818,Drop,0.7810248661679087,-0.2018985313765269,0.741495386226126,0.741495386226126
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,19,0.5789408875571328,Drop,0.7810248661679087,-0.20208397861077587,0.741257945342638,0.741257945342638
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,20,0.578753477401855,Drop,0.7810248661679087,-0.20227138876605366,0.7410179911959828,0.7410179911959828
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,21,0.578563962666436,Drop,0.7810248661679087,-0.20246090350147272,0.7407753424102291,0.7407753424102291
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,22,0.5783718451810361,Drop,0.7810248661679087,-0.20265302098687255,0.7405293611441749,0.7405293611441749
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,23,0.5781761945760935,Drop,0.7810248661679087,-0.2028486715918152,0.7402788561815064,0.7402788561815064
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,24,0.5779756176612938,Drop,0.7810248661679087,-0.20304924850661488,0.7400220437245818,0.7400220437245818
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,greedy,25,0.5777682892598466,Drop,0.7810248661679087,-0.2032565769080621,0.7397565868736823,0.7397565868736823
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,0,0.7810248661679087,Drop,0.7810248661679087,0.0,1.0,1.0
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,1,0.7810013144224135,Drop,0.7810248661679087,-2.3551745495176135e-05,0.9999698450759824,0.9999698450759824
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,2,0.7810186306056158,Drop,0.7810248661679087,-6.235562292844499e-06,0.9999920161795572,0.9999920161795572
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,3,0.7808672216946675,Drop,0.7810248661679087,-0.0001576444732411808,0.9997981569088643,0.9997981569088643
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,4,0.7809573044146202,Drop,0.7810248661679087,-6.756175328848091e-05,0.9999134960278282,0.9999134960278282
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,5,0.7809636334142555,Drop,0.7810248661679087,-6.123275365321756e-05,0.9999215994825444,0.9999215994825444
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,6,0.7807897241340402,Drop,0.7810248661679087,-0.00023514203386842958,0.9996989314373278,0.9996989314373278
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,7,0.7808020792517267,Drop,0.7810248661679087,-0.00022278691618193847,0.9997147505465799,0.9997147505465799
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,8,0.7808085727021475,Drop,0.7810248661679087,-0.0002162934657611304,0.9997230645589783,0.9997230645589783
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,9,0.7808791116773799,Drop,0.7810248661679087,-0.0001457544905287822,0.9998133804737307,0.9998133804737307
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,10,0.7809307603035097,Drop,0.7810248661679087,-9.41058643989523e-05,0.999879509771743,0.999879509771743
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,11,0.7809817303955945,Drop,0.7810248661679087,-4.313577231418453e-05,0.999944770295822,0.999944770295822
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,12,0.7809363930806584,Drop,0.7810248661679087,-8.847308725024039e-05,0.9998867218047943,0.9998867218047943
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,13,0.7807539264097523,Drop,0.7810248661679087,-0.0002709397581563966,0.9996530971421105,0.9996530971421105
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,14,0.7807228286195386,Drop,0.7810248661679087,-0.0003020375483701043,0.9996132804966222,0.9996132804966222
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,15,0.7809175835769694,Drop,0.7810248661679087,-0.00010728259093928383,0.9998626387000127,0.9998626387000127
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,16,0.7808911207598417,Drop,0.7810248661679087,-0.00013374540806698754,0.9998287565302201,0.9998287565302201
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,17,0.7809326797401359,Drop,0.7810248661679087,-9.218642777275576e-05,0.9998819673588306,0.9998819673588306
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,18,0.7810020859143476,Drop,0.7810248661679087,-2.278025356106106e-05,0.999970832870312,0.999970832870312
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,19,0.7808199843886838,Drop,0.7810248661679087,-0.0002048817792248414,0.9997376757282644,0.9997376757282644
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,20,0.7808570782618025,Drop,0.7810248661679087,-0.0001677879061061649,0.9997851695722194,0.9997851695722194
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,21,0.7809628876729868,Drop,0.7810248661679087,-6.197849492184382e-05,0.9999206446585678,0.9999206446585678
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,22,0.7809315953263573,Drop,0.7810248661679087,-9.327084155141829e-05,0.9998805789090826,0.9998805789090826
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,23,0.7809534803721725,Drop,0.7810248661679087,-7.138579573617854e-05,0.9999085998425551,0.9999085998425551
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,24,0.7808836817016539,Drop,0.7810248661679087,-0.00014118446625477343,0.9998192317909832,0.9998192317909832
webdev_arena,WebDev Arena,kendall_tau,drop,drop,,random,25,0.7809254476064761,Drop,0.7810248661679087,-9.941856143258487e-05,0.9998727075593375,0.9998727075593375
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,0,0.7810248661679087,Flip,0.7810248661679087,0.0,1.0,1.0
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,1,0.7667129693962211,Flip,0.7810248661679087,-0.014311896771687538,0.9816754915347207,0.9816754915347207
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,2,0.7447769862005214,Flip,0.7810248661679087,-0.03624787996738732,0.9535893394211157,0.9535893394211157
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,3,0.7202333210884795,Flip,0.7810248661679087,-0.06079154507942919,0.9221643923096811,0.9221643923096811
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,4,0.693444324212264,Flip,0.7810248661679087,-0.08758054195564469,0.8878645920899321,0.8878645920899321
webdev_arena,WebDev Arena,kendall_tau,flip,flip,,greedy,5,0.6690784062808557,Flip,0.7810248661679087,-0.11194645988705298,0.8566672269523027,0.8566672269523027
