dataset_key,dataset_name,objective_key,variant,action,candidate_mode,initial_value,greedy_final_value,random_final_value,greedy_steps_completed,random_steps_completed,initial_normalized_value,greedy_final_normalized_value,random_final_normalized_value
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,0.8582838513970509,0.8489592506849716,0.8575408008535254,25,25,1.0,0.9891357612089504,0.9991342601374638
mt_bench_human,MT-Bench Human Judgments,kendall_tau,flip,flip,,0.8582838513970509,0.8309465376222543,0.8568127443385509,25,25,1.0,0.968148866216813,0.9982859900531679
mt_bench_human,MT-Bench Human Judgments,kendall_tau,add_pairs,add,all_pairs,0.8582838513970509,0.859946042093631,0.859946042093631,25,25,1.0,1.0019366444957278,1.0019366444957278
mt_bench_human,MT-Bench Human Judgments,kendall_tau,add_outcomes,add,all_outcomes,0.8582838513970509,0.8538004357976998,0.8569774531597601,25,25,1.0,0.9947763020450014,0.998477894888545
mt_bench_human,MT-Bench Human Judgments,kendall_tau,add_weighted,add,weighted,0.8582838513970509,0.8539464400317598,0.8554826743701486,25,25,1.0,0.994946413872018,0.9967363046358815
mt_bench_human,MT-Bench Human Judgments,trace_uncertainty,drop,drop,,0.015781924641120937,0.01584371232338445,0.015845669030846964,25,25,,,
mt_bench_human,MT-Bench Human Judgments,trace_uncertainty,flip,flip,,0.015781924641120937,0.015070711852482311,0.015651208985240694,25,25,,,
mt_bench_human,MT-Bench Human Judgments,trace_uncertainty,add_pairs,add,all_pairs,0.015781924641120937,0.01575090884570341,0.01575090884570341,25,25,,,
mt_bench_human,MT-Bench Human Judgments,trace_uncertainty,add_outcomes,add,all_outcomes,0.015781924641120937,0.015503178007393752,0.0155690606661916,25,25,,,
mt_bench_human,MT-Bench Human Judgments,trace_uncertainty,add_weighted,add,weighted,0.015781924641120937,0.015503178007393752,0.015605608908678088,25,25,,,
