dataset_key,dataset_name,objective_key,variant,action,candidate_mode,order_mode,step,objective_value,variant_label,initial_value,delta_from_initial,normalized_value,plot_value
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,0,0.8582838513970509,Drop,0.8582838513970509,0.0,1.0,1.0
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,1,0.8584022829288657,Drop,0.8582838513970509,0.00011843153181478883,1.0001379864384283,1.0001379864384283
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,2,0.8579382318948885,Drop,0.8582838513970509,-0.00034561950216238646,0.9995973132879061,0.9995973132879061
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,3,0.857470792376552,Drop,0.8582838513970509,-0.0008130590204988852,0.9990526921610194,0.9990526921610194
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,4,0.8569999543250801,Drop,0.8582838513970509,-0.001283897071970741,0.9985041113497815,0.9985041113497815
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,5,0.8571196134439277,Drop,0.8582838513970509,-0.0011642379531231484,0.9986435280691486,0.9986435280691486
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,6,0.8566456198335768,Drop,0.8582838513970509,-0.0016382315634740907,0.9980912706666827,0.9980912706666827
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,7,0.8561682095807105,Drop,0.8582838513970509,-0.0021156418163403856,0.9975350324803424,0.9975350324803424
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,8,0.8556873705500135,Drop,0.8582838513970509,-0.0025964808470373413,0.996974799371081,0.996974799371081
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,9,0.8552030898448247,Drop,0.8582838513970509,-0.003080761552226141,0.9964105563127962,0.9964105563127962
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,10,0.8547153536507088,Drop,0.8582838513970509,-0.0035684977463420475,0.9958422872100722,0.9958422872100722
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,11,0.8542241470641286,Drop,0.8582838513970509,-0.004059704332922243,0.9952699746985637,0.9952699746985637
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,12,0.854345898309298,Drop,0.8582838513970509,-0.00393795308775291,0.9954118289871783,0.9954118289871783
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,13,0.8544681940646326,Drop,0.8582838513970509,-0.0038156573324182874,0.9955543176931414,0.9955543176931414
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,14,0.8539740157735735,Drop,0.8582838513970509,-0.0043098356234774204,0.9949785428020553,0.9949785428020553
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,15,0.8534763225195866,Drop,0.8582838513970509,-0.004807528877464273,0.9943986725724375,0.9943986725724375
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,16,0.8529750917060799,Drop,0.8582838513970509,-0.005308759690970999,0.9938146806766435,0.9938146806766435
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,17,0.8524702984875616,Drop,0.8582838513970509,-0.005813552909489261,0.9932265381668006,0.9932265381668006
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,18,0.8519619154781797,Drop,0.8582838513970509,-0.006321935918871202,0.9926342131352223,0.9926342131352223
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,19,0.8514499124413807,Drop,0.8582838513970509,-0.0068339389556701935,0.9920376703528251,0.9920376703528251
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,20,0.8509342559651607,Drop,0.8582838513970509,-0.007349595431890177,0.9914368708907583,0.9914368708907583
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,21,0.85041490912964,Drop,0.8582838513970509,-0.007868942267410861,0.99083177173309,0.99083177173309
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,22,0.849891831176178,Drop,0.8582838513970509,-0.008392020220872931,0.9902223253912875,0.9902223253912875
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,23,0.8493649771898243,Drop,0.8582838513970509,-0.00891887420722659,0.9896084795342367,0.9896084795342367
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,24,0.849489838147244,Drop,0.8582838513970509,-0.008794013249806887,0.9897539569974518,0.9897539569974518
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,greedy,25,0.8489592506849716,Drop,0.8582838513970509,-0.0093246007120793,0.9891357612089504,0.9891357612089504
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,0,0.8582838513970509,Drop,0.8582838513970509,0.0,1.0,1.0
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,1,0.8581648072552442,Drop,0.8582838513970509,-0.00011904414180663458,0.9998612998000453,0.9998612998000453
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,2,0.8581824054806066,Drop,0.8582838513970509,-0.00010144591644423162,0.9998818037689057,0.9998818037689057
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,3,0.8581144300419723,Drop,0.8582838513970509,-0.00016942135507858058,0.9998026045173717,0.9998026045173717
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,4,0.8580440389046918,Drop,0.8582838513970509,-0.00023981249235904833,0.9997205906973914,0.9997205906973914
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,5,0.8580558104399681,Drop,0.8582838513970509,-0.0002280409570827313,0.9997343058980878,0.9997343058980878
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,6,0.8579364282009959,Drop,0.8582838513970509,-0.0003474231960549634,0.9995952117758135,0.9995952117758135
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,7,0.8579328610494549,Drop,0.8582838513970509,-0.000350990347596003,0.9995910556315085,0.9995910556315085
mt_bench_human,MT-Bench Human Judgments,kendall_tau,drop,drop,,random,8,0.8576862464079236,Drop,0.8582838513970509,-0.0005976049891273094,0.9993037210380289,0.9993037210380289
